id,Name,processed_text,cluster_k10,cluster_k25,cluster_k50
667,Вимикач автоматичний 1-полюсний Hager 6kA MC104A C 4A,вимикач автоматичний 1 полюсний hager 6ka mc104a c 4a,1,1,2
668,Вимикач автоматичний 1-полюсний Hager 6kA MC106A C 6A,вимикач автоматичний 1 полюсний hager 6ka mc106a c 6a,1,1,2
669,Вимикач автоматичний 1-полюсний Hager 6kA MC110A C 10A,вимикач автоматичний 1 полюсний hager 6ka mc110a c 10a,1,1,2
670,Розетка 400V кабельна IP44 Walther 5 полюсів 16А 310,розетка 400v кабельна ip44 walther 5 полюсів 16а 310,10,25,50
671,Скоба монтажна металева СКаТ СММ-25 1210254,скоба монтажна металева скат смм 25 1210254,3,7,17
672,Вимикач автоматичний 2-полюсний Hager 6kA MC216A C 16A,вимикач автоматичний 2 полюсний hager 6ka mc216a c 16a,1,1,2
673,Вимикач автоматичний 1-полюсний Hager 6kA MC132A C 32A,вимикач автоматичний 1 полюсний hager 6ka mc132a c 32a,1,1,2
674,Контактор 230V Hager ESC225 25A 2нв,контактор 230v hager esc225 25a 2нв,10,25,48
675,Перемикач I-0-II 230V 2-полюсний Hager SFT240 40А вихід зверху,перемикач i 0 ii 230v 2 полюсний hager sft240 40а вихід зверху,10,25,48
676,Корпус металевий E.Next e.mbox.pro.n.18 IP31 навісний на 18 модулів p0100202,корпус металевий e next e mbox pro n 18 ip31 навісний на 18 модулів p0100202,1,2,4
677,Перемикач I-0-II 400V 4-полюсний Hager SFT440 40А вихід зверху,перемикач i 0 ii 400v 4 полюсний hager sft440 40а вихід зверху,10,25,50
678,"Інструмент E.Next e.tool.crimp.hs.10.1,5.6 для обтиску неізольованих наконечників 1,5-6,0 кв.мм t002003",інструмент e next e tool crimp hs 10 1 5 6 для обтиску неізольованих наконечників 1 5 6 0 кв мм t002003,7,16,34
679,"Шина ""N"" E.Next s025002 e.bs.stand.1.12 (12 відгалужень)",шина n e next s025002 e bs stand 1 12 12 відгалужень,3,6,16
680,"Шина ""PEN"" кріплення - центр УЕК 6*9мм 8/1 YNN10-08-100",шина pen кріплення центр уек 6 9мм 8 1 ynn10 08 100,2,3,6
681,"Вимикач автоматичний 1-полюсний УЕК 4,5кА ВА47-29 C 16А MVA20-1-016-C-U",вимикач автоматичний 1 полюсний уек 4 5ка ва47 29 c 16а mva20 1 016 c u,1,1,2
682,Лампа сигнальна Eltis LE червона,лампа сигнальна eltis le червона,3,5,14
683,"Шина ""N"" E.Next s025001 e.bs.stand.1.7 (7 відгалужень)",шина n e next s025001 e bs stand 1 7 7 відгалужень,3,6,16
684,"Вимикач автоматичний 1-полюсний УЕК 4,5кА ВА47-29 C 6,0А MVA20-1-006-C-U",вимикач автоматичний 1 полюсний уек 4 5ка ва47 29 c 6 0а mva20 1 006 c u,1,1,2
685,"Вимикач автоматичний 2-полюсний ІЕК 4,5кА ВА 47- 29М C 32А MVA21-2-032-C",вимикач автоматичний 2 полюсний іек 4 5ка ва 47 29м c 32а mva21 2 032 c,1,1,2
686,Індикатор-тестер E.Next e.tool.test09 140х3 прямий шліц АС/DC70-250В  t001109,індикатор тестер e next e tool test09 140х3 прямий шліц ас dc70 250в t001109,7,16,34
687,"Диференційний автомат 2-полюсний 6кА Hager AD960J C A-10/0,03А",диференційний автомат 2 полюсний 6ка hager ad960j c a 10 0 03а,1,2,3
688,"Диференційний автомат 2-полюсний 6кА Hager AD966J C A-16/0,03А",диференційний автомат 2 полюсний 6ка hager ad966j c a 16 0 03а,1,2,3
689,Тримач клем QuickConnect Hager VZ707N до щитів Golf VF/VS 12 модулів,тримач клем quickconnect hager vz707n до щитів golf vf vs 12 модулів,6,13,30
690,Контактор 380V/АС3 ІЕК КМИ-10910 9А 1нв KKM11-009-400-10,контактор 380v ас3 іек кми 10910 9а 1нв kkm11 009 400 10,10,25,48
691,Тримач клем QuickConnect Hager VZ708N до щитів Golf VF/VS 18/22 модулі,тримач клем quickconnect hager vz708n до щитів golf vf vs 18 22 модулі,6,13,30
692,Блок PE-клем Hager KN26E,блок pe клем hager kn26e,3,5,12
693,Блок N-клем Hager KN10N,блок n клем hager kn10n,3,5,12
694,Патрон-перехідник Feron LH64 E27-E14 4A 3881,патрон перехідник feron lh64 e27 e14 4a 3881,10,22,43
695,"Клема з’єднувальна з нажимним важелем Wago 221-613 для 3 гнучких проводів 0,5-6 кв.мм прозора",клема з єднувальна з нажимним важелем wago 221 613 для 3 гнучких проводів 0 5 6 кв мм прозора,2,3,6
696,Лампа розжарювання 300W E27 230V В67 Iskra прозора,лампа розжарювання 300w e27 230v в67 iskra прозора,10,24,47
697,Лампа свіча Іскра Е14 40W B36 прозора,лампа свіча іскра е14 40w b36 прозора,10,22,41
698,Лампа галогенова 12V Feron G4 20W JC 443,лампа галогенова 12v feron g4 20w jc 443,10,22,42
699,Кліщи електровимірювальні аналогові К4575 А,кліщи електровимірювальні аналогові к4575 а,2,3,8
700,Вимикач ножний E.Next e.fs.02 металевий p0810152,вимикач ножний e next e fs 02 металевий p0810152,1,2,3
701,Викрутка-пробник електронна УЕК ОП-2е TPR20,викрутка пробник електронна уек оп 2е tpr20,3,5,12
702,Патрон-перехідник Feron LH64 E27-E14 4A 3881,патрон перехідник feron lh64 e27 e14 4a 3881,10,22,43
703,Викрутка-пробник електронна УЕК ОП-2е TPR20,викрутка пробник електронна уек оп 2е tpr20,3,5,12
704,"Корпус E.Next e.mbox.stand.n.f1.16.z.e металевий, під 1-ф. електронний лічильник, 16 мод., навісний, з замком",корпус e next e mbox stand n f1 16 z e металевий під 1 ф електронний лічильник 16 мод навісний з замком,1,2,4
705,Рамка 1-а Регіна 13012118 слонова кістка,рамка 1 а регіна 13012118 слонова кістка,3,8,19
706,Лічильник електроенергії 1-однофазний 5(60)А НІК 2100 AP2.0000.0.11,лічильник електроенергії 1 однофазний 5 60 а нік 2100 ap2 0000 0 11,1,2,5
707,Панель LED+драйвер 595*595*14 3200Lm Lezard 45W/4200K 442-LPS-60045,панель led драйвер 595 595 14 3200lm lezard 45w 4200k 442 lps 60045,9,21,40
708,Корпус металевий вбудований IP31 УЕК сірий ЩУРВ-1/12зо-1 36 УХЛЗ MKM25-V-12-31-ZO,корпус металевий вбудований ip31 уек сірий щурв 1 12зо 1 36 ухлз mkm25 v 12 31 zo,1,2,3
709,"Диференційний автомат 2-полюсний УЕК тип А 6kA АВДТ32 C 25/0,03А MAD22-5-025-C-30-U",диференційний автомат 2 полюсний уек тип а 6ka авдт32 c 25 0 03а mad22 5 025 c 30 u,1,2,3
710,"Інструмент E.Next e.tool.crimp.ht.208.m для обтиску конекторів, зачистки та різки кабелю t006010",інструмент e next e tool crimp ht 208 m для обтиску конекторів зачистки та різки кабелю t006010,7,16,34
711,Патрон люстровий з гайкою E.Next Е14 s9100006 білий,патрон люстровий з гайкою e next е14 s9100006 білий,1,2,5
712,Батарейка cольова Videx 6F22/9V крона,батарейка cольова videx 6f22 9v крона,10,25,49
713,Затискач анкерний натяжний 2*(16-25) вітчизняний ЗА 1.1,затискач анкерний натяжний 2 16 25 вітчизняний за 1 1,1,2,3
714,"Вимикач автоматичний 2-полюсний E.Next 4,5кА s002017 16A e.mcb.stand.45.2.C16",вимикач автоматичний 2 полюсний e next 4 5ка s002017 16a e mcb stand 45 2 c16,1,1,2
715,"Силовий автоматичний вимикач E.Next i0010007 e.industrial.ukm.250S.160, 3р, 160А",силовий автоматичний вимикач e next i0010007 e industrial ukm 250s 160 3р 160а,1,2,5
716,Перемикач I-0-II 230V 2-полюсний Hager SFT240 40А вихід зверху,перемикач i 0 ii 230v 2 полюсний hager sft240 40а вихід зверху,10,25,48
717,Вимикач автоматичний 1-полюсний Hager 6kA MC103A C 3A,вимикач автоматичний 1 полюсний hager 6ka mc103a c 3a,1,1,2
718,Вимикач автоматичний 1-полюсний Hager 6kA MC101A C 1A,вимикач автоматичний 1 полюсний hager 6ka mc101a c 1a,1,1,2
719,Вимикач автоматичний 1-полюсний Hager 6kA MC125A C 25A,вимикач автоматичний 1 полюсний hager 6ka mc125a c 25a,1,1,2
720,Вимикач автоматичний 1-полюсний Hager 6kA MC116A C 16A,вимикач автоматичний 1 полюсний hager 6ka mc116a c 16a,1,1,2
721,Розетка силова 2К+З Lezard 32А 715-1201-620,розетка силова 2к з lezard 32а 715 1201 620,3,8,20
